"longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value"
-116.450000,33.800000,9.000000,5534.000000,1206.000000,2283.000000,1008.000000,3.616100,99100.000000
-116.450000,33.780000,16.000000,5228.000000,992.000000,1177.000000,639.000000,3.085900,134600.000000
-116.450000,32.650000,22.000000,2680.000000,643.000000,1644.000000,516.000000,2.194900,127100.000000
-116.460000,33.820000,6.000000,4863.000000,920.000000,3010.000000,828.000000,3.950800,104200.000000
-116.460000,33.780000,33.000000,2565.000000,745.000000,2301.000000,638.000000,2.547700,83000.000000
-116.470000,34.070000,22.000000,5473.000000,1234.000000,2581.000000,1098.000000,1.937500,65300.000000
-116.470000,33.940000,18.000000,2233.000000,471.000000,919.000000,388.000000,3.257800,85200.000000
-116.470000,33.840000,3.000000,9169.000000,1512.000000,3838.000000,1270.000000,4.311100,142500.000000
-116.470000,33.810000,7.000000,10105.000000,2481.000000,6274.000000,2095.000000,2.449700,90900.000000
-116.470000,33.780000,27.000000,1781.000000,441.000000,759.000000,340.000000,3.316200,113600.000000
-116.480000,33.940000,10.000000,3254.000000,913.000000,923.000000,486.000000,1.800000,81000.000000
-116.480000,33.790000,14.000000,9425.000000,2020.000000,1711.000000,1000.000000,2.629800,145200.000000
-116.480000,33.610000,8.000000,1294.000000,272.000000,457.000000,199.000000,2.916700,115300.000000
-116.490000,33.820000,27.000000,3316.000000,636.000000,2362.000000,532.000000,2.956900,65900.000000
-116.490000,33.800000,13.000000,8789.000000,1875.000000,1274.000000,688.000000,3.739600,148900.000000
-116.500000,33.980000,5.000000,4332.000000,868.000000,1420.000000,567.000000,4.041700,146400.000000
-116.500000,33.950000,10.000000,7249.000000,1882.000000,4274.000000,1621.000000,1.698300,66600.000000
-116.500000,33.820000,16.000000,343.000000,85.000000,29.000000,14.000000,2.104200,87500.000000
-116.500000,33.810000,26.000000,5032.000000,1229.000000,3086.000000,1183.000000,2.539900,94800.000000
-116.500000,33.690000,20.000000,4810.000000,1074.000000,1304.000000,740.000000,2.250000,248100.000000
-116.510000,34.850000,15.000000,3149.000000,713.000000,1281.000000,486.000000,2.000000,64700.000000
-116.510000,34.450000,21.000000,8502.000000,2634.000000,2330.000000,991.000000,1.381100,51300.000000
-116.510000,33.960000,16.000000,4913.000000,1395.000000,2518.000000,1132.000000,1.466500,61100.000000
-116.510000,33.940000,12.000000,3369.000000,780.000000,1315.000000,584.000000,1.738800,66000.000000
-116.510000,33.890000,21.000000,1284.000000,306.000000,537.000000,233.000000,1.950000,61000.000000
-116.520000,33.970000,13.000000,3921.000000,754.000000,1902.000000,665.000000,3.361600,89600.000000
-116.520000,33.850000,13.000000,7559.000000,1444.000000,3189.000000,1105.000000,3.488600,112500.000000
-116.520000,33.840000,17.000000,4465.000000,859.000000,853.000000,445.000000,3.687500,130400.000000
-116.520000,33.820000,21.000000,10227.000000,2315.000000,3623.000000,1734.000000,2.521200,145200.000000
-116.520000,32.900000,18.000000,4454.000000,852.000000,1754.000000,656.000000,4.570000,189900.000000
-116.530000,33.950000,18.000000,2990.000000,648.000000,1280.000000,532.000000,2.625000,68200.000000
-116.530000,33.880000,5.000000,4423.000000,763.000000,1906.000000,667.000000,4.685500,125200.000000
-116.530000,33.850000,16.000000,10077.000000,2186.000000,3048.000000,1337.000000,2.964700,110900.000000
-116.530000,33.840000,28.000000,8399.000000,1839.000000,3470.000000,1340.000000,2.588500,159000.000000
-116.530000,33.780000,18.000000,2547.000000,463.000000,411.000000,214.000000,2.548900,220500.000000
-116.540000,33.810000,31.000000,6814.000000,1714.000000,2628.000000,1341.000000,2.117600,124100.000000
-116.540000,33.810000,24.000000,6087.000000,1217.000000,1721.000000,833.000000,3.149300,199400.000000
-116.540000,33.800000,22.000000,6050.000000,1387.000000,1432.000000,890.000000,2.221600,183900.000000
-116.540000,33.790000,18.000000,9374.000000,1780.000000,1678.000000,919.000000,3.973700,235600.000000
-116.550000,33.840000,28.000000,2992.000000,562.000000,676.000000,346.000000,5.761300,500001.000000
-116.560000,34.060000,15.000000,6928.000000,1529.000000,2568.000000,1075.000000,2.540500,69600.000000
-116.560000,33.830000,36.000000,1765.000000,399.000000,451.000000,264.000000,2.608300,321900.000000
-116.560000,33.050000,15.000000,1985.000000,361.000000,536.000000,209.000000,4.125000,148200.000000
-116.570000,35.430000,8.000000,9975.000000,1743.000000,6835.000000,1439.000000,2.713800,22500.000000
-116.570000,34.000000,20.000000,260.000000,67.000000,69.000000,50.000000,3.520800,76600.000000
-116.570000,33.940000,29.000000,551.000000,166.000000,224.000000,107.000000,1.191700,50000.000000
-116.570000,33.840000,18.000000,7962.000000,1652.000000,2009.000000,921.000000,3.389700,230200.000000
-116.570000,33.640000,10.000000,489.000000,82.000000,183.000000,74.000000,6.270200,345500.000000
-116.580000,32.690000,19.000000,4085.000000,876.000000,2133.000000,718.000000,2.919000,116500.000000
-116.600000,33.490000,16.000000,3730.000000,827.000000,1346.000000,592.000000,2.183000,113500.000000
-116.600000,33.060000,23.000000,1731.000000,365.000000,612.000000,258.000000,2.781300,172900.000000
-116.610000,33.040000,11.000000,2522.000000,538.000000,616.000000,269.000000,3.875000,198100.000000
-116.620000,34.230000,14.000000,6438.000000,1719.000000,1586.000000,691.000000,1.613600,67400.000000
-116.620000,32.860000,18.000000,4115.000000,847.000000,2032.000000,745.000000,4.015900,169100.000000
-116.660000,32.790000,13.000000,843.000000,157.000000,918.000000,152.000000,6.215200,240600.000000
-116.670000,32.970000,16.000000,349.000000,74.000000,120.000000,43.000000,5.359000,193800.000000
-116.680000,33.710000,21.000000,3460.000000,711.000000,658.000000,255.000000,3.588200,161100.000000
-116.680000,33.160000,26.000000,1820.000000,374.000000,1001.000000,324.000000,2.179700,156300.000000
-116.710000,33.940000,12.000000,549.000000,109.000000,209.000000,90.000000,3.020800,66300.000000
-116.720000,34.890000,14.000000,4527.000000,875.000000,1640.000000,590.000000,2.859400,81700.000000
-116.720000,33.560000,13.000000,3166.000000,682.000000,1250.000000,475.000000,2.355000,122900.000000
-116.740000,33.620000,11.000000,2385.000000,661.000000,682.000000,242.000000,2.914100,214300.000000
-116.740000,33.330000,17.000000,4190.000000,946.000000,1802.000000,673.000000,2.474400,158200.000000
-116.750000,33.830000,16.000000,5277.000000,1070.000000,657.000000,276.000000,3.333300,143400.000000
